Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"26/10/25, 22:49:27",User_1133c336,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '2887'.,web,115.70.50.118
"26/10/25, 22:45:19",User_1133c336,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '2887'.,web,115.70.50.118
"26/10/25, 22:45:18",User_1133c336,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '2887'.,web,115.70.50.118
"26/10/25, 22:40:07",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.18.79.124
"26/10/25, 22:40:06",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the course with id '83'.,web,120.18.79.124
"26/10/25, 22:39:28",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '283' has viewed the submission status page for the assignment with course module id '2887'.,web,120.18.79.124
"26/10/25, 22:39:27",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.18.79.124
"26/10/25, 22:39:19",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.18.79.124
"26/10/25, 22:39:11",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the course with id '83'.,web,120.18.79.124
"26/10/25, 22:25:10",User_f38e017f,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '283' viewed the 'resource' activity with course module id '2886'.,web,120.17.181.83
"26/10/25, 22:25:09",User_f38e017f,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '283' viewed the 'resource' activity with course module id '2886'.,web,120.17.181.83
"26/10/25, 22:23:38",User_3406e1fb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '240' viewed the section number '12' of the course with id '83'.,web,110.141.217.119
"26/10/25, 22:23:35",User_3406e1fb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '240' viewed the course with id '83'.,web,110.141.217.119
"26/10/25, 22:20:59",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '283' has viewed the submission status page for the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:59",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:59",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '283' has submitted the submission with id '13616' for the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:58",User_f38e017f,User_f38e017f,Assignment: Assessment 2 Submission,System,Course activity completion updated,The user with id '283' updated the completion state for the course module with id '2887' for the user with id '283'.,web,120.17.181.83
"26/10/25, 22:20:58",User_f38e017f,User_f38e017f,Assignment: Assessment 2 Submission,File submissions,Submission created.,The user with id '283' created a file submission and uploaded '1' file/s in the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:58",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '283' has uploaded a file to the submission with id '13616' in the assignment activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:58",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:52",User_f38e017f,User_f38e017f,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '283' viewed their submission for the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:51",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:50",User_f38e017f,User_f38e017f,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '283' viewed their submission for the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:20:50",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:19:08",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '283' has viewed the submission status page for the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:19:08",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:19:08",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:18:13",User_f38e017f,User_f38e017f,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '283' viewed their submission for the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:18:12",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:17:33",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '283' has viewed the submission status page for the assignment with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:17:33",User_f38e017f,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '283' viewed the 'assign' activity with course module id '2887'.,web,120.17.181.83
"26/10/25, 22:00:03",User_1cc393df,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '138' viewed the section number '12' of the course with id '83'.,web,203.164.210.161
"26/10/25, 22:00:01",User_1cc393df,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '138' viewed the course with id '83'.,web,203.164.210.161
"26/10/25, 21:59:39",User_1cc393df,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '138' has viewed the submission status page for the assignment with course module id '2887'.,web,203.164.210.161
"26/10/25, 21:59:39",User_1cc393df,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '138' viewed the 'assign' activity with course module id '2887'.,web,203.164.210.161
"26/10/25, 21:59:34",User_1cc393df,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '138' viewed the section number '12' of the course with id '83'.,web,203.164.210.161
"26/10/25, 21:59:31",User_1cc393df,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '138' viewed the course with id '83'.,web,203.164.210.161
"26/10/25, 21:34:00",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '200' has viewed the submission status page for the assignment with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:33:59",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '200' viewed the 'assign' activity with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:33:59",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '200' has submitted the submission with id '13866' for the assignment with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:33:58",User_4f80c74e,User_4f80c74e,Assignment: Assessment 2 Submission,System,Course activity completion updated,The user with id '200' updated the completion state for the course module with id '2887' for the user with id '200'.,web,115.128.220.29
"26/10/25, 21:33:58",User_4f80c74e,User_4f80c74e,Assignment: Assessment 2 Submission,File submissions,Submission created.,The user with id '200' created a file submission and uploaded '1' file/s in the assignment with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:33:58",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '200' has uploaded a file to the submission with id '13866' in the assignment activity with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:33:58",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '200' viewed the 'assign' activity with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:33:45",User_4f80c74e,User_4f80c74e,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '200' viewed their submission for the assignment with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:33:44",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '200' viewed the 'assign' activity with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:29:41",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '200' has viewed the submission status page for the assignment with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:29:41",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '200' viewed the 'assign' activity with course module id '2887'.,web,115.128.220.29
"26/10/25, 21:27:41",User_4f80c74e,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '200' has viewed the submission status page for the assignment with course module id '3114'.,web,115.128.220.29
"26/10/25, 21:27:41",User_4f80c74e,User_4f80c74e,Assignment: Task 2: HTML,Assignment,Feedback viewed,The user with id '200' viewed the feedback for the user with id '200' for the assignment with course module id '3114'.,web,115.128.220.29
"26/10/25, 21:27:40",User_4f80c74e,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '200' viewed the 'assign' activity with course module id '3114'.,web,115.128.220.29
"26/10/25, 21:27:33",User_4f80c74e,User_a9d623bd,Assignment: Task 3: CSS,Assignment,The status of the submission has been viewed.,The user with id '200' has viewed the submission status page for the assignment with course module id '3182'.,web,115.128.220.29
"26/10/25, 21:27:33",User_4f80c74e,User_4f80c74e,Assignment: Task 3: CSS,Assignment,Feedback viewed,The user with id '200' viewed the feedback for the user with id '200' for the assignment with course module id '3182'.,web,115.128.220.29
"26/10/25, 21:27:32",User_4f80c74e,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '200' viewed the 'assign' activity with course module id '3182'.,web,115.128.220.29
"26/10/25, 21:27:17",User_4f80c74e,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '200' viewed the section number '7' of the course with id '83'.,web,115.128.220.29
"26/10/25, 21:27:16",User_4f80c74e,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '200' viewed the section with id '1120'.,web,115.128.220.29
"26/10/25, 21:27:03",User_4f80c74e,User_a9d623bd,Quiz: Quiz 07 - Responsive Design & Branding,Quiz,Course module viewed,The user with id '200' viewed the 'quiz' activity with course module id '2865'.,web,115.128.220.29
"26/10/25, 21:23:30",User_1133c336,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '171' viewed the section number '7' of the course with id '83'.,web,115.70.50.118
"26/10/25, 21:23:29",User_1133c336,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '171' viewed the section with id '1120'.,web,115.70.50.118
"26/10/25, 21:23:19",User_1133c336,User_a9d623bd,Assignment: Task 4: UX Design,Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '3274'.,web,115.70.50.118
"26/10/25, 21:23:19",User_1133c336,User_a9d623bd,Assignment: Task 4: UX Design,Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '3274'.,web,115.70.50.118
"26/10/25, 21:23:14",User_1133c336,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '3400'.,web,115.70.50.118
"26/10/25, 21:23:14",User_1133c336,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '3400'.,web,115.70.50.118
"26/10/25, 21:22:51",User_1133c336,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '2864'.,web,115.70.50.118
"26/10/25, 21:22:51",User_1133c336,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '2864'.,web,115.70.50.118
"26/10/25, 21:22:22",User_1133c336,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '2887'.,web,115.70.50.118
"26/10/25, 21:22:22",User_1133c336,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '2887'.,web,115.70.50.118
"26/10/25, 21:17:41",User_1133c336,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '2887'.,web,115.70.50.118
"26/10/25, 21:17:41",User_1133c336,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '2887'.,web,115.70.50.118
"26/10/25, 21:16:30",User_bc909ddc,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '124' has viewed the submission status page for the assignment with course module id '2887'.,web,101.115.71.14
"26/10/25, 21:16:30",User_bc909ddc,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '124' viewed the 'assign' activity with course module id '2887'.,web,101.115.71.14
"26/10/25, 21:16:21",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the section number '12' of the course with id '83'.,web,101.115.71.14
"26/10/25, 21:16:18",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the course with id '83'.,web,101.115.71.14
"26/10/25, 21:11:17",User_3406e1fb,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '240' has viewed the submission status page for the assignment with course module id '2887'.,web,110.141.217.119
"26/10/25, 21:11:17",User_3406e1fb,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '240' viewed the 'assign' activity with course module id '2887'.,web,110.141.217.119
"26/10/25, 21:11:04",User_3406e1fb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '240' viewed the section number '12' of the course with id '83'.,web,110.141.217.119
"26/10/25, 21:10:59",User_3406e1fb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '240' viewed the course with id '83'.,web,110.141.217.119
"26/10/25, 21:04:21",User_f38e017f,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '283' viewed the 'resource' activity with course module id '2886'.,web,120.17.181.83
"26/10/25, 21:04:15",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.17.181.83
"26/10/25, 21:01:30",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the section number '12' of the course with id '83'.,web,120.17.181.83
"26/10/25, 21:01:18",User_f38e017f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '283' viewed the course with id '83'.,web,120.17.181.83
"26/10/25, 20:59:28",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '200' has viewed the submission status page for the assignment with course module id '2887'.,web,115.128.220.29
"26/10/25, 20:59:28",User_4f80c74e,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '200' viewed the 'assign' activity with course module id '2887'.,web,115.128.220.29
"26/10/25, 20:58:45",User_4f80c74e,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '200' viewed the 'resource' activity with course module id '2886'.,web,115.128.220.29
"26/10/25, 20:58:44",User_4f80c74e,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '200' viewed the section number '12' of the course with id '83'.,web,115.128.220.29
"26/10/25, 20:58:32",User_4f80c74e,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '200' viewed the course with id '83'.,web,115.128.220.29
"26/10/25, 20:48:45",User_28a5839c,User_28a5839c,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '204' viewed their submission for the assignment with course module id '2887'.,web,58.84.137.118
"26/10/25, 20:48:45",User_28a5839c,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '204' viewed the 'assign' activity with course module id '2887'.,web,58.84.137.118
"26/10/25, 20:41:05",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '58' has viewed the submission status page for the assignment with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:41:05",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '58' viewed the 'assign' activity with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:41:01",User_24c2c2ae,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '58' viewed the course with id '83'.,web,49.186.30.54
"26/10/25, 20:39:30",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '58' has viewed the submission status page for the assignment with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:39:30",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '58' viewed the 'assign' activity with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:39:29",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '58' has submitted the submission with id '14193' for the assignment with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:39:28",User_24c2c2ae,User_24c2c2ae,Assignment: Assessment 2 Submission,System,Course activity completion updated,The user with id '58' updated the completion state for the course module with id '2887' for the user with id '58'.,web,49.186.30.54
"26/10/25, 20:39:28",User_24c2c2ae,User_24c2c2ae,Assignment: Assessment 2 Submission,File submissions,Submission created.,The user with id '58' created a file submission and uploaded '1' file/s in the assignment with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:39:28",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '58' has uploaded a file to the submission with id '14193' in the assignment activity with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:39:28",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '58' viewed the 'assign' activity with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:39:03",User_24c2c2ae,User_24c2c2ae,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '58' viewed their submission for the assignment with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:39:02",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '58' viewed the 'assign' activity with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:38:31",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '58' has viewed the submission status page for the assignment with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:38:30",User_24c2c2ae,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '58' viewed the 'assign' activity with course module id '2887'.,web,49.186.30.54
"26/10/25, 20:38:22",User_24c2c2ae,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '58' viewed the course with id '83'.,web,49.186.30.54
"26/10/25, 20:33:47",User_28a5839c,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '204' has viewed the submission status page for the assignment with course module id '2887'.,web,58.84.137.118
"26/10/25, 20:33:47",User_28a5839c,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '204' viewed the 'assign' activity with course module id '2887'.,web,58.84.137.118
"26/10/25, 20:33:31",User_28a5839c,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '204' viewed the section number '12' of the course with id '83'.,web,58.84.137.118
"26/10/25, 20:33:28",User_28a5839c,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '204' viewed the course with id '83'.,web,58.84.137.118
"26/10/25, 20:31:32",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '193' has viewed the submission status page for the assignment with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:31:32",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '193' viewed the 'assign' activity with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:31:32",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '193' has submitted the submission with id '13557' for the assignment with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:31:31",User_d2be2d85,User_d2be2d85,Assignment: Assessment 2 Submission,System,Course activity completion updated,The user with id '193' updated the completion state for the course module with id '2887' for the user with id '193'.,web,202.7.244.116
"26/10/25, 20:31:31",User_d2be2d85,User_d2be2d85,Assignment: Assessment 2 Submission,File submissions,Submission created.,The user with id '193' created a file submission and uploaded '1' file/s in the assignment with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:31:31",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '193' has uploaded a file to the submission with id '13557' in the assignment activity with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:31:31",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '193' viewed the 'assign' activity with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:30:32",User_d2be2d85,User_d2be2d85,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '193' viewed their submission for the assignment with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:30:32",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '193' viewed the 'assign' activity with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:30:26",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '193' has viewed the submission status page for the assignment with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:30:26",User_d2be2d85,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '193' viewed the 'assign' activity with course module id '2887'.,web,202.7.244.116
"26/10/25, 20:30:21",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '12' of the course with id '83'.,web,202.7.244.116
"26/10/25, 20:30:18",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the course with id '83'.,web,202.7.244.116
"26/10/25, 18:50:09",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:50:09",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:50:09",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '165' has submitted the submission with id '12704' for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:50:08",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,File submissions,Submission updated.,The user with id '165' updated a file submission and uploaded '1' file/s in the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:50:08",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '165' has uploaded a file to the submission with id '12704' in the assignment activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:50:08",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:49:32",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '165' viewed their submission for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:49:31",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:48:31",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:48:31",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:48:31",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '165' has submitted the submission with id '12704' for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:48:30",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,File submissions,Submission updated.,The user with id '165' updated a file submission and uploaded '2' file/s in the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:48:30",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '165' has uploaded a file to the submission with id '12704' in the assignment activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:48:30",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:45:56",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '165' viewed their submission for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:45:56",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:45:23",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:45:23",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:45:23",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '165' has submitted the submission with id '12704' for the assignment with course module id '2887'.,web,103.190.18.63
